site,organism,drug,stratum_type,stratum_value,n,n_r,n_s,auc,mean_prob,mean_prob_r,mean_prob_s,background_known_count,background_resistant_count,adequacy_label,interpretation
DRIAMS-C,Escherichia coli,Amoxicillin-Clavulanic acid,exact_background_signature,Ciprofloxacin=S|Norfloxacin=S|Ceftriaxone=R|Ceftazidime=R|Cefepime=R,24,4,20,0.0875,0.533207,0.36603,0.566643,5,3,underpowered_low_n,do_not_overinterpret
DRIAMS-C,Escherichia coli,Amoxicillin-Clavulanic acid,exact_background_signature,Ciprofloxacin=S|Norfloxacin=S|Ceftriaxone=R|Ceftazidime=R|Cefepime=S,16,14,2,0.321429,0.404839,0.400569,0.434729,5,2,underpowered_low_n,do_not_overinterpret
DRIAMS-C,Escherichia coli,Amoxicillin-Clavulanic acid,exact_background_signature,Ciprofloxacin=S|Norfloxacin=S|Ceftriaxone=R|Ceftazidime=R|Cefepime=U,8,5,3,0.6,0.490127,0.524303,0.433167,4,2,underpowered_low_n,do_not_overinterpret
DRIAMS-C,Escherichia coli,Amoxicillin-Clavulanic acid,exact_background_signature,Ciprofloxacin=S|Norfloxacin=S|Ceftriaxone=R|Ceftazidime=S|Cefepime=R,2,2,0,,0.46058,0.46058,,5,2,underpowered_low_n,do_not_overinterpret
DRIAMS-C,Escherichia coli,Amoxicillin-Clavulanic acid,exact_background_signature,Ciprofloxacin=S|Norfloxacin=S|Ceftriaxone=R|Ceftazidime=S|Cefepime=S,5,0,5,,0.601189,,0.601189,5,1,underpowered_low_n,do_not_overinterpret
DRIAMS-C,Escherichia coli,Amoxicillin-Clavulanic acid,exact_background_signature,Ciprofloxacin=S|Norfloxacin=S|Ceftriaxone=S|Ceftazidime=R|Cefepime=S,1,1,0,,0.730459,0.730459,,5,1,underpowered_low_n,do_not_overinterpret
DRIAMS-C,Escherichia coli,Amoxicillin-Clavulanic acid,exact_background_signature,Ciprofloxacin=S|Norfloxacin=S|Ceftriaxone=S|Ceftazidime=S|Cefepime=S,28,7,21,0.748299,0.443753,0.535949,0.413021,5,0,underpowered_low_n,do_not_overinterpret
DRIAMS-C,Escherichia coli,Amoxicillin-Clavulanic acid,exact_background_signature,Ciprofloxacin=S|Norfloxacin=S|Ceftriaxone=S|Ceftazidime=S|Cefepime=U,225,21,204,0.544118,0.450258,0.460558,0.449198,4,0,interpretable,weak_or_reversed_in_stratum
DRIAMS-C,Escherichia coli,Amoxicillin-Clavulanic acid,exact_background_signature,Ciprofloxacin=S|Norfloxacin=S|Ceftriaxone=S|Ceftazidime=U|Cefepime=S,4,4,0,,0.389055,0.389055,,4,0,underpowered_low_n,do_not_overinterpret
DRIAMS-C,Escherichia coli,Amoxicillin-Clavulanic acid,exact_background_signature,Ciprofloxacin=S|Norfloxacin=S|Ceftriaxone=U|Ceftazidime=R|Cefepime=S,1,0,1,,0.457349,,0.457349,4,1,underpowered_low_n,do_not_overinterpret
DRIAMS-C,Escherichia coli,Amoxicillin-Clavulanic acid,exact_background_signature,Ciprofloxacin=S|Norfloxacin=S|Ceftriaxone=U|Ceftazidime=S|Cefepime=S,6,0,6,,0.561875,,0.561875,4,0,underpowered_low_n,do_not_overinterpret
DRIAMS-C,Escherichia coli,Amoxicillin-Clavulanic acid,exact_background_signature,Ciprofloxacin=S|Norfloxacin=S|Ceftriaxone=U|Ceftazidime=U|Cefepime=R,1,0,1,,0.335968,,0.335968,3,1,underpowered_low_n,do_not_overinterpret
DRIAMS-C,Escherichia coli,Amoxicillin-Clavulanic acid,exact_background_signature,Ciprofloxacin=S|Norfloxacin=U|Ceftriaxone=R|Ceftazidime=R|Cefepime=R,8,4,4,0.125,0.445936,0.355801,0.536071,4,3,underpowered_low_n,do_not_overinterpret
DRIAMS-C,Escherichia coli,Amoxicillin-Clavulanic acid,exact_background_signature,Ciprofloxacin=S|Norfloxacin=U|Ceftriaxone=R|Ceftazidime=R|Cefepime=S,4,4,0,,0.49626,0.49626,,4,2,underpowered_low_n,do_not_overinterpret
DRIAMS-C,Escherichia coli,Amoxicillin-Clavulanic acid,exact_background_signature,Ciprofloxacin=S|Norfloxacin=U|Ceftriaxone=R|Ceftazidime=R|Cefepime=U,1,1,0,,0.642333,0.642333,,3,2,underpowered_low_n,do_not_overinterpret
DRIAMS-C,Escherichia coli,Amoxicillin-Clavulanic acid,exact_background_signature,Ciprofloxacin=S|Norfloxacin=U|Ceftriaxone=R|Ceftazidime=S|Cefepime=R,2,0,2,,0.427471,,0.427471,4,2,underpowered_low_n,do_not_overinterpret
DRIAMS-C,Escherichia coli,Amoxicillin-Clavulanic acid,exact_background_signature,Ciprofloxacin=S|Norfloxacin=U|Ceftriaxone=S|Ceftazidime=R|Cefepime=S,3,3,0,,0.464017,0.464017,,4,1,underpowered_low_n,do_not_overinterpret
DRIAMS-C,Escherichia coli,Amoxicillin-Clavulanic acid,exact_background_signature,Ciprofloxacin=S|Norfloxacin=U|Ceftriaxone=S|Ceftazidime=S|Cefepime=R,2,2,0,,0.537584,0.537584,,4,1,underpowered_low_n,do_not_overinterpret
DRIAMS-C,Escherichia coli,Amoxicillin-Clavulanic acid,exact_background_signature,Ciprofloxacin=S|Norfloxacin=U|Ceftriaxone=S|Ceftazidime=S|Cefepime=S,349,65,284,0.466847,0.477076,0.464141,0.480036,4,0,interpretable,weak_or_reversed_in_stratum
DRIAMS-C,Escherichia coli,Amoxicillin-Clavulanic acid,exact_background_signature,Ciprofloxacin=S|Norfloxacin=U|Ceftriaxone=U|Ceftazidime=R|Cefepime=S,2,2,0,,0.435413,0.435413,,3,1,underpowered_low_n,do_not_overinterpret
DRIAMS-C,Escherichia coli,Amoxicillin-Clavulanic acid,exact_background_signature,Ciprofloxacin=U|Norfloxacin=U|Ceftriaxone=S|Ceftazidime=S|Cefepime=S,6,2,4,0.875,0.585099,0.694536,0.53038,3,0,underpowered_low_n,do_not_overinterpret
DRIAMS-C,Escherichia coli,Amoxicillin-Clavulanic acid,exact_background_signature,Ciprofloxacin=U|Norfloxacin=U|Ceftriaxone=S|Ceftazidime=S|Cefepime=U,12,0,12,,0.60776,,0.60776,2,0,underpowered_low_n,do_not_overinterpret
DRIAMS-C,Escherichia coli,Amoxicillin-Clavulanic acid,exact_background_signature,Ciprofloxacin=U|Norfloxacin=U|Ceftriaxone=U|Ceftazidime=U|Cefepime=R,4,0,4,,0.601461,,0.601461,1,1,underpowered_low_n,do_not_overinterpret
DRIAMS-C,Escherichia coli,Cefepime,background_resistance_burden,0,336,5,331,0.614502,0.205588,0.333799,0.203651,4,0,interpretable,signal_retained_in_stratum
DRIAMS-C,Escherichia coli,Cefepime,background_resistance_burden,1,109,4,105,0.464286,0.221817,0.148932,0.224594,4,1,interpretable,weak_or_reversed_in_stratum
DRIAMS-C,Escherichia coli,Cefepime,background_resistance_burden,2,57,29,28,0.551724,0.279467,0.288921,0.269676,4,2,interpretable,borderline_in_stratum
DRIAMS-C,Escherichia coli,Cefepime,background_resistance_burden,3,53,23,30,0.598551,0.321114,0.394997,0.26447,5,3,interpretable,borderline_in_stratum
DRIAMS-C,Escherichia coli,Cefepime,background_resistance_burden,4,22,20,2,0.325,0.267623,0.259288,0.350974,4,4,underpowered_low_n,do_not_overinterpret
DRIAMS-C,Escherichia coli,Cefepime,background_resistance_burden,5,32,32,0,,0.506209,0.506209,,5,5,underpowered_low_susceptible,do_not_overinterpret
DRIAMS-C,Escherichia coli,Cefepime,background_resistance_burden_bin,multi,164,104,60,0.608814,0.33558,0.373539,0.269783,5,3,interpretable,signal_retained_in_stratum
DRIAMS-C,Escherichia coli,Cefepime,background_resistance_burden_bin,none,336,5,331,0.614502,0.205588,0.333799,0.203651,4,0,interpretable,signal_retained_in_stratum
DRIAMS-C,Escherichia coli,Cefepime,background_resistance_burden_bin,single,109,4,105,0.464286,0.221817,0.148932,0.224594,4,1,interpretable,weak_or_reversed_in_stratum
DRIAMS-C,Escherichia coli,Cefepime,exact_background_signature,Ciprofloxacin=R|Norfloxacin=R|Amoxicillin-Clavulanic acid=R|Ceftriaxone=R|Ceftazidime=R,32,32,0,,0.506209,0.506209,,5,5,underpowered_low_susceptible,do_not_overinterpret
DRIAMS-C,Escherichia coli,Cefepime,exact_background_signature,Ciprofloxacin=R|Norfloxacin=R|Amoxicillin-Clavulanic acid=R|Ceftriaxone=R|Ceftazidime=S,1,1,0,,0.574261,0.574261,,5,4,underpowered_low_n,do_not_overinterpret
DRIAMS-C,Escherichia coli,Cefepime,exact_background_signature,Ciprofloxacin=R|Norfloxacin=R|Amoxicillin-Clavulanic acid=R|Ceftriaxone=S|Ceftazidime=R,2,0,2,,0.350974,,0.350974,5,4,underpowered_low_n,do_not_overinterpret
DRIAMS-C,Escherichia coli,Cefepime,exact_background_signature,Ciprofloxacin=R|Norfloxacin=R|Amoxicillin-Clavulanic acid=R|Ceftriaxone=S|Ceftazidime=S,6,0,6,,0.4987,,0.4987,5,3,underpowered_low_n,do_not_overinterpret
DRIAMS-C,Escherichia coli,Cefepime,exact_background_signature,Ciprofloxacin=R|Norfloxacin=R|Amoxicillin-Clavulanic acid=S|Ceftriaxone=R|Ceftazidime=R,8,8,0,,0.196467,0.196467,,5,4,underpowered_low_n,do_not_overinterpret
DRIAMS-C,Escherichia coli,Cefepime,exact_background_signature,Ciprofloxacin=R|Norfloxacin=R|Amoxicillin-Clavulanic acid=S|Ceftriaxone=R|Ceftazidime=S,5,0,5,,0.588411,,0.588411,5,3,underpowered_low_n,do_not_overinterpret
DRIAMS-C,Escherichia coli,Cefepime,exact_background_signature,Ciprofloxacin=R|Norfloxacin=R|Amoxicillin-Clavulanic acid=S|Ceftriaxone=R|Ceftazidime=U,1,0,1,,0.243182,,0.243182,4,3,underpowered_low_n,do_not_overinterpret
DRIAMS-C,Escherichia coli,Cefepime,exact_background_signature,Ciprofloxacin=R|Norfloxacin=R|Amoxicillin-Clavulanic acid=S|Ceftriaxone=S|Ceftazidime=S,2,0,2,,0.121158,,0.121158,5,2,underpowered_low_n,do_not_overinterpret
DRIAMS-C,Escherichia coli,Cefepime,exact_background_signature,Ciprofloxacin=R|Norfloxacin=U|Amoxicillin-Clavulanic acid=R|Ceftriaxone=R|Ceftazidime=R,11,11,0,,0.276341,0.276341,,4,4,underpowered_low_n,do_not_overinterpret
DRIAMS-C,Escherichia coli,Cefepime,exact_background_signature,Ciprofloxacin=R|Norfloxacin=U|Amoxicillin-Clavulanic acid=R|Ceftriaxone=S|Ceftazidime=S,21,3,18,0.481481,0.31447,0.217079,0.330702,4,2,underpowered_low_n,do_not_overinterpret
DRIAMS-C,Escherichia coli,Cefepime,exact_background_signature,Ciprofloxacin=R|Norfloxacin=U|Amoxicillin-Clavulanic acid=S|Ceftriaxone=R|Ceftazidime=R,15,15,0,,0.582955,0.582955,,4,3,underpowered_low_n,do_not_overinterpret
DRIAMS-C,Escherichia coli,Cefepime,exact_background_signature,Ciprofloxacin=R|Norfloxacin=U|Amoxicillin-Clavulanic acid=S|Ceftriaxone=S|Ceftazidime=S,21,0,21,,0.331654,,0.331654,4,1,underpowered_low_n,do_not_overinterpret
DRIAMS-C,Escherichia coli,Cefepime,exact_background_signature,Ciprofloxacin=S|Norfloxacin=S|Amoxicillin-Clavulanic acid=R|Ceftriaxone=R|Ceftazidime=R,18,4,14,0.428571,0.0770826,0.050532,0.0846685,5,3,underpowered_low_n,do_not_overinterpret
DRIAMS-C,Escherichia coli,Cefepime,exact_background_signature,Ciprofloxacin=S|Norfloxacin=S|Amoxicillin-Clavulanic acid=R|Ceftriaxone=R|Ceftazidime=S,2,2,0,,0.242645,0.242645,,5,2,underpowered_low_n,do_not_overinterpret
DRIAMS-C,Escherichia coli,Cefepime,exact_background_signature,Ciprofloxacin=S|Norfloxacin=S|Amoxicillin-Clavulanic acid=R|Ceftriaxone=S|Ceftazidime=R,1,0,1,,0.568751,,0.568751,5,2,underpowered_low_n,do_not_overinterpret
DRIAMS-C,Escherichia coli,Cefepime,exact_background_signature,Ciprofloxacin=S|Norfloxacin=S|Amoxicillin-Clavulanic acid=R|Ceftriaxone=S|Ceftazidime=S,7,0,7,,0.235461,,0.235461,5,1,underpowered_low_n,do_not_overinterpret
DRIAMS-C,Escherichia coli,Cefepime,exact_background_signature,Ciprofloxacin=S|Norfloxacin=S|Amoxicillin-Clavulanic acid=R|Ceftriaxone=S|Ceftazidime=U,4,0,4,,0.0535993,,0.0535993,4,1,underpowered_low_n,do_not_overinterpret
DRIAMS-C,Escherichia coli,Cefepime,exact_background_signature,Ciprofloxacin=S|Norfloxacin=S|Amoxicillin-Clavulanic acid=S|Ceftriaxone=R|Ceftazidime=R,22,20,2,0.75,0.288062,0.307444,0.0942401,5,2,underpowered_low_n,do_not_overinterpret
DRIAMS-C,Escherichia coli,Cefepime,exact_background_signature,Ciprofloxacin=S|Norfloxacin=S|Amoxicillin-Clavulanic acid=S|Ceftriaxone=R|Ceftazidime=S,5,0,5,,0.408348,,0.408348,5,1,underpowered_low_n,do_not_overinterpret
DRIAMS-C,Escherichia coli,Cefepime,exact_background_signature,Ciprofloxacin=S|Norfloxacin=S|Amoxicillin-Clavulanic acid=S|Ceftriaxone=S|Ceftazidime=S,21,0,21,,0.144243,,0.144243,5,0,underpowered_low_n,do_not_overinterpret
DRIAMS-C,Escherichia coli,Cefepime,exact_background_signature,Ciprofloxacin=S|Norfloxacin=S|Amoxicillin-Clavulanic acid=S|Ceftriaxone=U|Ceftazidime=R,1,0,1,,0.0990266,,0.0990266,4,1,underpowered_low_n,do_not_overinterpret
DRIAMS-C,Escherichia coli,Cefepime,exact_background_signature,Ciprofloxacin=S|Norfloxacin=S|Amoxicillin-Clavulanic acid=S|Ceftriaxone=U|Ceftazidime=S,6,0,6,,0.334586,,0.334586,4,0,underpowered_low_n,do_not_overinterpret
DRIAMS-C,Escherichia coli,Cefepime,exact_background_signature,Ciprofloxacin=S|Norfloxacin=S|Amoxicillin-Clavulanic acid=S|Ceftriaxone=U|Ceftazidime=U,1,1,0,,0.0279957,0.0279957,,3,0,underpowered_low_n,do_not_overinterpret
DRIAMS-C,Escherichia coli,Cefepime,exact_background_signature,Ciprofloxacin=S|Norfloxacin=U|Amoxicillin-Clavulanic acid=R|Ceftriaxone=R|Ceftazidime=R,8,4,4,0.1875,0.0887254,0.0346208,0.14283,4,3,underpowered_low_n,do_not_overinterpret
DRIAMS-C,Escherichia coli,Cefepime,exact_background_signature,Ciprofloxacin=S|Norfloxacin=U|Amoxicillin-Clavulanic acid=R|Ceftriaxone=S|Ceftazidime=R,3,0,3,,0.130298,,0.130298,4,2,underpowered_low_n,do_not_overinterpret
DRIAMS-C,Escherichia coli,Cefepime,exact_background_signature,Ciprofloxacin=S|Norfloxacin=U|Amoxicillin-Clavulanic acid=R|Ceftriaxone=S|Ceftazidime=S,67,2,65,0.669231,0.177401,0.219469,0.176107,4,1,underpowered_low_resistant,do_not_overinterpret
DRIAMS-C,Escherichia coli,Cefepime,exact_background_signature,Ciprofloxacin=S|Norfloxacin=U|Amoxicillin-Clavulanic acid=R|Ceftriaxone=U|Ceftazidime=R,2,0,2,,0.103925,,0.103925,3,2,underpowered_low_n,do_not_overinterpret
DRIAMS-C,Escherichia coli,Cefepime,exact_background_signature,Ciprofloxacin=S|Norfloxacin=U|Amoxicillin-Clavulanic acid=S|Ceftriaxone=R|Ceftazidime=R,4,4,0,,0.27333,0.27333,,4,2,underpowered_low_n,do_not_overinterpret
DRIAMS-C,Escherichia coli,Cefepime,exact_background_signature,Ciprofloxacin=S|Norfloxacin=U|Amoxicillin-Clavulanic acid=S|Ceftriaxone=R|Ceftazidime=S,2,2,0,,0.0783954,0.0783954,,4,1,underpowered_low_n,do_not_overinterpret
DRIAMS-C,Escherichia coli,Cefepime,exact_background_signature,Ciprofloxacin=S|Norfloxacin=U|Amoxicillin-Clavulanic acid=S|Ceftriaxone=S|Ceftazidime=S,284,0,284,,0.198182,,0.198182,4,0,underpowered_low_resistant,do_not_overinterpret
DRIAMS-C,Escherichia coli,Cefepime,exact_background_signature,Ciprofloxacin=S|Norfloxacin=U|Amoxicillin-Clavulanic acid=U|Ceftriaxone=S|Ceftazidime=S,3,0,3,,0.438239,,0.438239,3,0,underpowered_low_n,do_not_overinterpret
DRIAMS-C,Escherichia coli,Cefepime,exact_background_signature,Ciprofloxacin=U|Norfloxacin=U|Amoxicillin-Clavulanic acid=R|Ceftriaxone=S|Ceftazidime=S,2,0,2,,0.583632,,0.583632,3,1,underpowered_low_n,do_not_overinterpret
DRIAMS-C,Escherichia coli,Cefepime,exact_background_signature,Ciprofloxacin=U|Norfloxacin=U|Amoxicillin-Clavulanic acid=S|Ceftriaxone=S|Ceftazidime=S,4,0,4,,0.241822,,0.241822,3,0,underpowered_low_n,do_not_overinterpret
DRIAMS-C,Escherichia coli,Cefepime,exact_background_signature,Ciprofloxacin=U|Norfloxacin=U|Amoxicillin-Clavulanic acid=S|Ceftriaxone=U|Ceftazidime=U,4,4,0,,0.41025,0.41025,,1,0,underpowered_low_n,do_not_overinterpret
DRIAMS-C,Escherichia coli,Cefepime,exact_background_signature,Ciprofloxacin=U|Norfloxacin=U|Amoxicillin-Clavulanic acid=U|Ceftriaxone=S|Ceftazidime=S,6,0,6,,0.314064,,0.314064,2,0,underpowered_low_n,do_not_overinterpret
DRIAMS-C,Escherichia coli,Cefepime,exact_background_signature,Ciprofloxacin=U|Norfloxacin=U|Amoxicillin-Clavulanic acid=U|Ceftriaxone=S|Ceftazidime=U,7,0,7,,0.274548,,0.274548,1,0,underpowered_low_n,do_not_overinterpret
DRIAMS-C,Escherichia coli,Ceftazidime,background_resistance_burden,0,550,1,549,0.51184,0.220619,0.130684,0.220783,4,0,underpowered_low_resistant,do_not_overinterpret
DRIAMS-C,Escherichia coli,Ceftazidime,background_resistance_burden,1,132,11,121,0.459053,0.243364,0.183984,0.248762,4,1,interpretable,weak_or_reversed_in_stratum
DRIAMS-C,Escherichia coli,Ceftazidime,background_resistance_burden,2,116,48,68,0.393076,0.32731,0.262553,0.373021,4,2,interpretable,weak_or_reversed_in_stratum
DRIAMS-C,Escherichia coli,Ceftazidime,background_resistance_burden,3,57,27,30,0.477778,0.444785,0.4343,0.454223,4,3,interpretable,weak_or_reversed_in_stratum
DRIAMS-C,Escherichia coli,Ceftazidime,background_resistance_burden,4,20,20,0,,0.288789,0.288789,,4,4,underpowered_low_n,do_not_overinterpret
DRIAMS-C,Escherichia coli,Ceftazidime,background_resistance_burden,5,33,32,1,0.4375,0.562703,0.559018,0.680632,5,5,underpowered_low_susceptible,do_not_overinterpret
DRIAMS-C,Escherichia coli,Ceftazidime,background_resistance_burden_bin,multi,226,127,99,0.472759,0.387901,0.377897,0.400735,4,3,interpretable,weak_or_reversed_in_stratum
DRIAMS-C,Escherichia coli,Ceftazidime,background_resistance_burden_bin,none,550,1,549,0.51184,0.220619,0.130684,0.220783,4,0,underpowered_low_resistant,do_not_overinterpret
DRIAMS-C,Escherichia coli,Ceftazidime,background_resistance_burden_bin,single,132,11,121,0.459053,0.243364,0.183984,0.248762,4,1,interpretable,weak_or_reversed_in_stratum
DRIAMS-C,Escherichia coli,Ceftazidime,exact_background_signature,Ciprofloxacin=R|Norfloxacin=R|Amoxicillin-Clavulanic acid=R|Ceftriaxone=R|Cefepime=R,33,32,1,0.4375,0.562703,0.559018,0.680632,5,5,underpowered_low_susceptible,do_not_overinterpret
DRIAMS-C,Escherichia coli,Ceftazidime,exact_background_signature,Ciprofloxacin=R|Norfloxacin=R|Amoxicillin-Clavulanic acid=R|Ceftriaxone=R|Cefepime=U,1,1,0,,0.0382958,0.0382958,,4,4,underpowered_low_n,do_not_overinterpret
DRIAMS-C,Escherichia coli,Ceftazidime,exact_background_signature,Ciprofloxacin=R|Norfloxacin=R|Amoxicillin-Clavulanic acid=R|Ceftriaxone=S|Cefepime=S,8,2,6,0.333333,0.511332,0.394536,0.550265,5,3,underpowered_low_n,do_not_overinterpret
DRIAMS-C,Escherichia coli,Ceftazidime,exact_background_signature,Ciprofloxacin=R|Norfloxacin=R|Amoxicillin-Clavulanic acid=R|Ceftriaxone=S|Cefepime=U,14,0,14,,0.419252,,0.419252,4,3,underpowered_low_n,do_not_overinterpret
DRIAMS-C,Escherichia coli,Ceftazidime,exact_background_signature,Ciprofloxacin=R|Norfloxacin=R|Amoxicillin-Clavulanic acid=S|Ceftriaxone=R|Cefepime=R,8,8,0,,0.254055,0.254055,,5,4,underpowered_low_n,do_not_overinterpret
DRIAMS-C,Escherichia coli,Ceftazidime,exact_background_signature,Ciprofloxacin=R|Norfloxacin=R|Amoxicillin-Clavulanic acid=S|Ceftriaxone=R|Cefepime=S,5,0,5,,0.62455,,0.62455,5,3,underpowered_low_n,do_not_overinterpret
DRIAMS-C,Escherichia coli,Ceftazidime,exact_background_signature,Ciprofloxacin=R|Norfloxacin=R|Amoxicillin-Clavulanic acid=S|Ceftriaxone=R|Cefepime=U,1,1,0,,0.833687,0.833687,,4,3,underpowered_low_n,do_not_overinterpret
DRIAMS-C,Escherichia coli,Ceftazidime,exact_background_signature,Ciprofloxacin=R|Norfloxacin=R|Amoxicillin-Clavulanic acid=S|Ceftriaxone=S|Cefepime=S,2,0,2,,0.16788,,0.16788,5,2,underpowered_low_n,do_not_overinterpret
DRIAMS-C,Escherichia coli,Ceftazidime,exact_background_signature,Ciprofloxacin=R|Norfloxacin=R|Amoxicillin-Clavulanic acid=S|Ceftriaxone=S|Cefepime=U,44,0,44,,0.400468,,0.400468,4,2,underpowered_low_resistant,do_not_overinterpret
DRIAMS-C,Escherichia coli,Ceftazidime,exact_background_signature,Ciprofloxacin=R|Norfloxacin=U|Amoxicillin-Clavulanic acid=R|Ceftriaxone=R|Cefepime=R,11,11,0,,0.336822,0.336822,,4,4,underpowered_low_n,do_not_overinterpret
DRIAMS-C,Escherichia coli,Ceftazidime,exact_background_signature,Ciprofloxacin=R|Norfloxacin=U|Amoxicillin-Clavulanic acid=R|Ceftriaxone=R|Cefepime=U,1,1,0,,0.140749,0.140749,,3,3,underpowered_low_n,do_not_overinterpret
DRIAMS-C,Escherichia coli,Ceftazidime,exact_background_signature,Ciprofloxacin=R|Norfloxacin=U|Amoxicillin-Clavulanic acid=R|Ceftriaxone=S|Cefepime=R,3,0,3,,0.254139,,0.254139,4,3,underpowered_low_n,do_not_overinterpret
DRIAMS-C,Escherichia coli,Ceftazidime,exact_background_signature,Ciprofloxacin=R|Norfloxacin=U|Amoxicillin-Clavulanic acid=R|Ceftriaxone=S|Cefepime=S,18,0,18,,0.367507,,0.367507,4,2,underpowered_low_n,do_not_overinterpret
DRIAMS-C,Escherichia coli,Ceftazidime,exact_background_signature,Ciprofloxacin=R|Norfloxacin=U|Amoxicillin-Clavulanic acid=S|Ceftriaxone=R|Cefepime=R,15,15,0,,0.632852,0.632852,,4,3,underpowered_low_n,do_not_overinterpret
DRIAMS-C,Escherichia coli,Ceftazidime,exact_background_signature,Ciprofloxacin=R|Norfloxacin=U|Amoxicillin-Clavulanic acid=S|Ceftriaxone=S|Cefepime=S,21,0,21,,0.380285,,0.380285,4,1,underpowered_low_n,do_not_overinterpret
DRIAMS-C,Escherichia coli,Ceftazidime,exact_background_signature,Ciprofloxacin=S|Norfloxacin=S|Amoxicillin-Clavulanic acid=R|Ceftriaxone=R|Cefepime=R,6,4,2,0.375,0.142269,0.0708054,0.285196,5,3,underpowered_low_n,do_not_overinterpret
DRIAMS-C,Escherichia coli,Ceftazidime,exact_background_signature,Ciprofloxacin=S|Norfloxacin=S|Amoxicillin-Clavulanic acid=R|Ceftriaxone=R|Cefepime=S,14,14,0,,0.108515,0.108515,,5,2,underpowered_low_n,do_not_overinterpret
DRIAMS-C,Escherichia coli,Ceftazidime,exact_background_signature,Ciprofloxacin=S|Norfloxacin=S|Amoxicillin-Clavulanic acid=R|Ceftriaxone=R|Cefepime=U,5,5,0,,0.271326,0.271326,,4,2,underpowered_low_n,do_not_overinterpret
DRIAMS-C,Escherichia coli,Ceftazidime,exact_background_signature,Ciprofloxacin=S|Norfloxacin=S|Amoxicillin-Clavulanic acid=R|Ceftriaxone=S|Cefepime=S,8,1,7,0.857143,0.319204,0.633256,0.274339,5,1,underpowered_low_n,do_not_overinterpret
DRIAMS-C,Escherichia coli,Ceftazidime,exact_background_signature,Ciprofloxacin=S|Norfloxacin=S|Amoxicillin-Clavulanic acid=R|Ceftriaxone=S|Cefepime=U,21,0,21,,0.152952,,0.152952,4,1,underpowered_low_n,do_not_overinterpret
DRIAMS-C,Escherichia coli,Ceftazidime,exact_background_signature,Ciprofloxacin=S|Norfloxacin=S|Amoxicillin-Clavulanic acid=S|Ceftriaxone=R|Cefepime=R,20,20,0,,0.359007,0.359007,,5,2,underpowered_low_n,do_not_overinterpret
DRIAMS-C,Escherichia coli,Ceftazidime,exact_background_signature,Ciprofloxacin=S|Norfloxacin=S|Amoxicillin-Clavulanic acid=S|Ceftriaxone=R|Cefepime=S,7,2,5,0.1,0.357934,0.123885,0.451554,5,1,underpowered_low_n,do_not_overinterpret
DRIAMS-C,Escherichia coli,Ceftazidime,exact_background_signature,Ciprofloxacin=S|Norfloxacin=S|Amoxicillin-Clavulanic acid=S|Ceftriaxone=R|Cefepime=U,3,3,0,,0.112935,0.112935,,4,1,underpowered_low_n,do_not_overinterpret
DRIAMS-C,Escherichia coli,Ceftazidime,exact_background_signature,Ciprofloxacin=S|Norfloxacin=S|Amoxicillin-Clavulanic acid=S|Ceftriaxone=S|Cefepime=S,21,0,21,,0.169502,,0.169502,5,0,underpowered_low_n,do_not_overinterpret
DRIAMS-C,Escherichia coli,Ceftazidime,exact_background_signature,Ciprofloxacin=S|Norfloxacin=S|Amoxicillin-Clavulanic acid=S|Ceftriaxone=S|Cefepime=U,204,0,204,,0.176908,,0.176908,4,0,underpowered_low_resistant,do_not_overinterpret
DRIAMS-C,Escherichia coli,Ceftazidime,exact_background_signature,Ciprofloxacin=S|Norfloxacin=S|Amoxicillin-Clavulanic acid=S|Ceftriaxone=U|Cefepime=S,7,1,6,0.166667,0.338409,0.130684,0.373029,4,0,underpowered_low_n,do_not_overinterpret
DRIAMS-C,Escherichia coli,Ceftazidime,exact_background_signature,Ciprofloxacin=S|Norfloxacin=S|Amoxicillin-Clavulanic acid=U|Ceftriaxone=S|Cefepime=U,3,0,3,,0.152337,,0.152337,3,0,underpowered_low_n,do_not_overinterpret
DRIAMS-C,Escherichia coli,Ceftazidime,exact_background_signature,Ciprofloxacin=S|Norfloxacin=U|Amoxicillin-Clavulanic acid=R|Ceftriaxone=R|Cefepime=R,4,4,0,,0.0466459,0.0466459,,4,3,underpowered_low_n,do_not_overinterpret
DRIAMS-C,Escherichia coli,Ceftazidime,exact_background_signature,Ciprofloxacin=S|Norfloxacin=U|Amoxicillin-Clavulanic acid=R|Ceftriaxone=R|Cefepime=S,4,4,0,,0.199207,0.199207,,4,2,underpowered_low_n,do_not_overinterpret
DRIAMS-C,Escherichia coli,Ceftazidime,exact_background_signature,Ciprofloxacin=S|Norfloxacin=U|Amoxicillin-Clavulanic acid=R|Ceftriaxone=R|Cefepime=U,1,1,0,,0.504448,0.504448,,3,2,underpowered_low_n,do_not_overinterpret
DRIAMS-C,Escherichia coli,Ceftazidime,exact_background_signature,Ciprofloxacin=S|Norfloxacin=U|Amoxicillin-Clavulanic acid=R|Ceftriaxone=S|Cefepime=R,2,0,2,,0.29082,,0.29082,4,2,underpowered_low_n,do_not_overinterpret
DRIAMS-C,Escherichia coli,Ceftazidime,exact_background_signature,Ciprofloxacin=S|Norfloxacin=U|Amoxicillin-Clavulanic acid=R|Ceftriaxone=S|Cefepime=S,68,3,65,0.502564,0.20626,0.178686,0.207532,4,1,interpretable,weak_or_reversed_in_stratum
