isolate_id	inferred_year	run_accession	sample_accession	experiment_accession	study_accession	scientific_name	fastq_1	fastq_2	submitted_fastq_1	submitted_fastq_2	bam_ftp
117243-18	2018	ERR10176656	SAMEA111330918	ERX9713125	PRJEB55855	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/056/ERR10176656/ERR10176656_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/056/ERR10176656/ERR10176656_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10176656/117243-18_R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10176656/117243-18_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR101/056/ERR10176656.bam
117371-19	2019	ERR10176659	SAMEA111330921	ERX9713128	PRJEB55855	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/059/ERR10176659/ERR10176659_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/059/ERR10176659/ERR10176659_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10176659/117371-19_R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10176659/117371-19_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR101/059/ERR10176659.bam
117416-18	2018	ERR10176663	SAMEA111330925	ERX9713132	PRJEB55855	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/063/ERR10176663/ERR10176663_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/063/ERR10176663/ERR10176663_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10176663/117416-18_R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10176663/117416-18_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR101/063/ERR10176663.bam
117670-18	2018	ERR10176664	SAMEA111330926	ERX9713133	PRJEB55855	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/064/ERR10176664/ERR10176664_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/064/ERR10176664/ERR10176664_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10176664/117670-18_R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10176664/117670-18_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR101/064/ERR10176664.bam
117680-19	2019	ERR10176665	SAMEA111330927	ERX9713134	PRJEB55855	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/065/ERR10176665/ERR10176665_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/065/ERR10176665/ERR10176665_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10176665/117680-19_R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10176665/117680-19_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR101/065/ERR10176665.bam
118653-18	2018	ERR10176672	SAMEA111330934	ERX9713141	PRJEB55855	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/072/ERR10176672/ERR10176672_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/072/ERR10176672/ERR10176672_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10176672/118653-18_R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10176672/118653-18_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR101/072/ERR10176672.bam
118708-18	2018	ERR10176673	SAMEA111330935	ERX9713142	PRJEB55855	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/073/ERR10176673/ERR10176673_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/073/ERR10176673/ERR10176673_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10176673/118708-18_R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10176673/118708-18_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR101/073/ERR10176673.bam
119159-19	2019	ERR10176675	SAMEA111330937	ERX9713144	PRJEB55855	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/075/ERR10176675/ERR10176675_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/075/ERR10176675/ERR10176675_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10176675/119159-19_R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10176675/119159-19_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR101/075/ERR10176675.bam
119192-19	2019	ERR10176676	SAMEA111330938	ERX9713145	PRJEB55855	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/076/ERR10176676/ERR10176676_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/076/ERR10176676/ERR10176676_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10176676/119192-19_R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10176676/119192-19_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR101/076/ERR10176676.bam
119812-18	2018	ERR10176682	SAMEA111330944	ERX9713151	PRJEB55855	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/082/ERR10176682/ERR10176682_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/082/ERR10176682/ERR10176682_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10176682/119812-18_R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10176682/119812-18_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR101/082/ERR10176682.bam
120626-19	2019	ERR10176687	SAMEA111330949	ERX9713156	PRJEB55855	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/087/ERR10176687/ERR10176687_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/087/ERR10176687/ERR10176687_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10176687/120626-19_R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10176687/120626-19_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR101/087/ERR10176687.bam
121362-18	2018	ERR10176690	SAMEA111330952	ERX9713159	PRJEB55855	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/090/ERR10176690/ERR10176690_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/090/ERR10176690/ERR10176690_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10176690/121362-18_R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10176690/121362-18_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR101/090/ERR10176690.bam
121498-18	2018	ERR10176691	SAMEA111330953	ERX9713160	PRJEB55855	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/091/ERR10176691/ERR10176691_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/091/ERR10176691/ERR10176691_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10176691/121498-18_R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10176691/121498-18_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR101/091/ERR10176691.bam
121852-18	2018	ERR10176694	SAMEA111330956	ERX9713163	PRJEB55855	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/094/ERR10176694/ERR10176694_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/094/ERR10176694/ERR10176694_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10176694/121852-18_R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10176694/121852-18_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR101/094/ERR10176694.bam
122551-18	2018	ERR10176697	SAMEA111330959	ERX9713166	PRJEB55855	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/097/ERR10176697/ERR10176697_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/097/ERR10176697/ERR10176697_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10176697/122551-18_R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10176697/122551-18_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR101/097/ERR10176697.bam
122582-19	2019	ERR10176699	SAMEA111330961	ERX9713168	PRJEB55855	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/099/ERR10176699/ERR10176699_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/099/ERR10176699/ERR10176699_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10176699/122582-19_R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10176699/122582-19_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR101/099/ERR10176699.bam
123767-19	2019	ERR10176704	SAMEA111330966	ERX9713173	PRJEB55855	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/004/ERR10176704/ERR10176704_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/004/ERR10176704/ERR10176704_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10176704/123767-19_R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10176704/123767-19_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR101/004/ERR10176704.bam
124391-19	2019	ERR10176709	SAMEA111330971	ERX9713178	PRJEB55855	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/009/ERR10176709/ERR10176709_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/009/ERR10176709/ERR10176709_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10176709/124391-19_R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10176709/124391-19_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR101/009/ERR10176709.bam
125172-18	2018	ERR10176713	SAMEA111330975	ERX9713182	PRJEB55855	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/013/ERR10176713/ERR10176713_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/013/ERR10176713/ERR10176713_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10176713/125172-18_R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10176713/125172-18_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR101/013/ERR10176713.bam
125217-18	2018	ERR10176714	SAMEA111330976	ERX9713183	PRJEB55855	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/014/ERR10176714/ERR10176714_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/014/ERR10176714/ERR10176714_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10176714/125217-18_R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10176714/125217-18_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR101/014/ERR10176714.bam
126737-18	2018	ERR10176723	SAMEA111330985	ERX9713192	PRJEB55855	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/023/ERR10176723/ERR10176723_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/023/ERR10176723/ERR10176723_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10176723/126737-18_R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10176723/126737-18_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR101/023/ERR10176723.bam
127083-18	2018	ERR10176725	SAMEA111330987	ERX9713194	PRJEB55855	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/025/ERR10176725/ERR10176725_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/025/ERR10176725/ERR10176725_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10176725/127083-18_R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10176725/127083-18_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR101/025/ERR10176725.bam
127354-18	2018	ERR10176727	SAMEA111330989	ERX9713196	PRJEB55855	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/027/ERR10176727/ERR10176727_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/027/ERR10176727/ERR10176727_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10176727/127354-18_R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10176727/127354-18_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR101/027/ERR10176727.bam
128229-19	2019	ERR10176731	SAMEA111330993	ERX9713200	PRJEB55855	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/031/ERR10176731/ERR10176731_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/031/ERR10176731/ERR10176731_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10176731/128229-19_R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10176731/128229-19_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR101/031/ERR10176731.bam
128873-19	2019	ERR10176734	SAMEA111330996	ERX9713203	PRJEB55855	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/034/ERR10176734/ERR10176734_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/034/ERR10176734/ERR10176734_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10176734/128873-19_R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10176734/128873-19_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR101/034/ERR10176734.bam
129498-19	2019	ERR10176737	SAMEA111330999	ERX9713206	PRJEB55855	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/037/ERR10176737/ERR10176737_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/037/ERR10176737/ERR10176737_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10176737/129498-19_R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10176737/129498-19_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR101/037/ERR10176737.bam
130059-18	2018	ERR10176739	SAMEA111331001	ERX9713208	PRJEB55855	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/039/ERR10176739/ERR10176739_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/039/ERR10176739/ERR10176739_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10176739/130059-18_R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10176739/130059-18_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR101/039/ERR10176739.bam
130112-19	2019	ERR10176740	SAMEA111331002	ERX9713209	PRJEB55855	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/040/ERR10176740/ERR10176740_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/040/ERR10176740/ERR10176740_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10176740/130112-19_R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10176740/130112-19_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR101/040/ERR10176740.bam
130207-19	2019	ERR10176741	SAMEA111331003	ERX9713210	PRJEB55855	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/041/ERR10176741/ERR10176741_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/041/ERR10176741/ERR10176741_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10176741/130207-19_R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10176741/130207-19_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR101/041/ERR10176741.bam
130292-18	2018	ERR10176743	SAMEA111331005	ERX9713212	PRJEB55855	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/043/ERR10176743/ERR10176743_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/043/ERR10176743/ERR10176743_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10176743/130292-18_R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10176743/130292-18_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR101/043/ERR10176743.bam
130368-18	2018	ERR10176744	SAMEA111331006	ERX9713213	PRJEB55855	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/044/ERR10176744/ERR10176744_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/044/ERR10176744/ERR10176744_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10176744/130368-18_R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10176744/130368-18_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR101/044/ERR10176744.bam
130852-18	2018	ERR10176745	SAMEA111331007	ERX9713214	PRJEB55855	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/045/ERR10176745/ERR10176745_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/045/ERR10176745/ERR10176745_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10176745/130852-18_R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10176745/130852-18_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR101/045/ERR10176745.bam
130874-1-19	2019	ERR10176746	SAMEA111331008	ERX9713215	PRJEB55855	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/046/ERR10176746/ERR10176746_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/046/ERR10176746/ERR10176746_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10176746/130874-1-19_R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10176746/130874-1-19_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR101/046/ERR10176746.bam
130874-3-19	2019	ERR10176748	SAMEA111331010	ERX9713217	PRJEB55855	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/048/ERR10176748/ERR10176748_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/048/ERR10176748/ERR10176748_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10176748/130874-3-19_R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10176748/130874-3-19_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR101/048/ERR10176748.bam
130874-4-19	2019	ERR10176749	SAMEA111331011	ERX9713218	PRJEB55855	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/049/ERR10176749/ERR10176749_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/049/ERR10176749/ERR10176749_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10176749/130874-4-19_R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10176749/130874-4-19_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR101/049/ERR10176749.bam
130874-6-19	2019	ERR10176751	SAMEA111331013	ERX9713220	PRJEB55855	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/051/ERR10176751/ERR10176751_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/051/ERR10176751/ERR10176751_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10176751/130874-6-19_R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10176751/130874-6-19_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR101/051/ERR10176751.bam
131301-18	2018	ERR10176761	SAMEA111331023	ERX9713230	PRJEB55855	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/061/ERR10176761/ERR10176761_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/061/ERR10176761/ERR10176761_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10176761/131301-18_R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10176761/131301-18_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR101/061/ERR10176761.bam
131377-A-18	2018	ERR10176762	SAMEA111331024	ERX9713231	PRJEB55855	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/062/ERR10176762/ERR10176762_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/062/ERR10176762/ERR10176762_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10176762/131377-A-18_R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10176762/131377-A-18_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR101/062/ERR10176762.bam
131377-B-18	2018	ERR10176763	SAMEA111331025	ERX9713232	PRJEB55855	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/063/ERR10176763/ERR10176763_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/063/ERR10176763/ERR10176763_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10176763/131377-B-18_R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10176763/131377-B-18_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR101/063/ERR10176763.bam
131676-18	2018	ERR10176766	SAMEA111331028	ERX9713235	PRJEB55855	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/066/ERR10176766/ERR10176766_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/066/ERR10176766/ERR10176766_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10176766/131676-18_R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10176766/131676-18_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR101/066/ERR10176766.bam
131923-A-18	2018	ERR10176767	SAMEA111331029	ERX9713236	PRJEB55855	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/067/ERR10176767/ERR10176767_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/067/ERR10176767/ERR10176767_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10176767/131923-A-18_R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10176767/131923-A-18_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR101/067/ERR10176767.bam
132203-19-4	2019	ERR10176775	SAMEA111331037	ERX9713244	PRJEB55855	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/075/ERR10176775/ERR10176775_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/075/ERR10176775/ERR10176775_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10176775/132203-19-4_R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10176775/132203-19-4_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR101/075/ERR10176775.bam
132203-19-7	2019	ERR10176778	SAMEA111331040	ERX9713247	PRJEB55855	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/078/ERR10176778/ERR10176778_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/078/ERR10176778/ERR10176778_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10176778/132203-19-7_R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10176778/132203-19-7_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR101/078/ERR10176778.bam
132203-19-8	2019	ERR10176779	SAMEA111331041	ERX9713248	PRJEB55855	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/079/ERR10176779/ERR10176779_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/079/ERR10176779/ERR10176779_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10176779/132203-19-8_R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10176779/132203-19-8_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR101/079/ERR10176779.bam
132418-18	2018	ERR10176782	SAMEA111331044	ERX9713251	PRJEB55855	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/082/ERR10176782/ERR10176782_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/082/ERR10176782/ERR10176782_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10176782/132418-18_R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10176782/132418-18_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR101/082/ERR10176782.bam
133868-19	2019	ERR10176790	SAMEA111331052	ERX9713259	PRJEB55855	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/090/ERR10176790/ERR10176790_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/090/ERR10176790/ERR10176790_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10176790/133868-19_R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10176790/133868-19_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR101/090/ERR10176790.bam
